3月7日現在,,,,
銘柄コード,銘柄名,上場グループ種別,売買単位,貸借区分
6926,ＯＫＡＹＡ,市場第一部（内国株）,100,貸借銘柄
6927,ヘリオステクノＨ,市場第一部（内国株）,100,制度信用銘柄
6928,Ｊ－エノモト,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
6929,日セラミック,市場第一部（内国株）,100,貸借銘柄
6930,Ｊ－日本アンテナ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
6932,遠藤照明,市場第一部（内国株）,100,貸借銘柄
6935,日デジタル,市場第一部（内国株）,100,貸借銘柄
6937,古河電池,市場第一部（内国株）,1000,制度信用銘柄
6938,双信電機,市場第一部（内国株）,100,制度信用銘柄
6941,山一電機,市場第一部（内国株）,100,貸借銘柄
6942,Ｊ－ソフィアＨＤ,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
6943,Ｊ－ＮＫＫ,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
6944,Ｊ－アイレックス,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
6945,富フロンテック,市場第二部（内国株）,100,貸借銘柄
6946,日アビオ,市場第二部（内国株）,1000,制度信用銘柄
6947,図研,市場第一部（内国株）,100,貸借銘柄
6951,日電子,市場第一部（内国株）,1000,貸借銘柄
6952,カシオ計,市場第一部（内国株）,100,貸借銘柄
6954,ファナック,市場第一部（内国株）,100,貸借銘柄
6955,ＦＤＫ,市場第二部（内国株）,1000,制度信用銘柄
6957,Ｊ－芝浦電子,JASDAQスタンダード（内国株式）,100,貸借銘柄
6958,ＣＭＫ,市場第一部（内国株）,100,貸借銘柄
6960,Ｊ－フクダ電子,JASDAQスタンダード（内国株式）,100,制度信用銘柄
6961,エンプラス,市場第一部（内国株）,100,貸借銘柄
6962,大真空,市場第一部（内国株）,1000,貸借銘柄
6963,ローム,市場第一部（内国株）,100,貸借銘柄
6964,サンコー,市場第二部（内国株）,1000,制度信用銘柄
6965,浜松ホトニク,市場第一部（内国株）,100,貸借銘柄
6966,三井ハイテク,市場第一部（内国株）,100,貸借銘柄
6967,新光電工,市場第一部（内国株）,100,貸借銘柄
6969,松尾電機,市場第二部（内国株）,1000,貸借銘柄
6971,京セラ,市場第一部（内国株）,100,貸借銘柄
6972,エルナー,市場第二部（内国株）,1000,制度信用銘柄
6973,協栄産,市場第一部（内国株）,1000,制度信用銘柄
6974,日インター,市場第二部（内国株）,100,貸借銘柄
6976,太陽誘電,市場第一部（内国株）,100,貸借銘柄
6977,日抵抗器,市場第二部（内国株）,1000,制度信用銘柄
6981,村田製,市場第一部（内国株）,100,貸借銘柄
6982,リード,市場第二部（内国株）,1000,制度信用銘柄
6985,ユーシン,市場第一部（内国株）,100,貸借銘柄
6986,双葉電子,市場第一部（内国株）,100,貸借銘柄
6988,日東電,市場第一部（内国株）,100,貸借銘柄
6989,北電工業,市場第一部（内国株）,1000,貸借銘柄
6993,ＡＧＣａｐ,市場第二部（内国株）,100,貸借銘柄
6994,指月電,市場第二部（内国株）,1000,貸借銘柄
6995,東海理電,市場第一部（内国株）,100,貸借銘柄
6996,ニチコン,市場第一部（内国株）,100,貸借銘柄
6997,日ケミコン,市場第一部（内国株）,1000,貸借銘柄
6998,日タングス,市場第二部（内国株）,1000,制度信用銘柄
6999,ＫＯＡ,市場第一部（内国株）,100,貸借銘柄
7003,三井造,市場第一部（内国株）,1000,貸借銘柄
7004,日立造,市場第一部（内国株）,100,貸借銘柄
7011,三菱重,市場第一部（内国株）,1000,貸借銘柄
7012,川崎重,市場第一部（内国株）,1000,貸借銘柄
7013,ＩＨＩ,市場第一部（内国株）,1000,貸借銘柄
7014,名村造船,市場第一部（内国株）,100,貸借銘柄
7018,内海造,市場第二部（内国株）,1000,貸借銘柄
7021,ニッチツ,市場第二部（内国株）,1000,制度信用銘柄
7022,サノヤスＨＤ,市場第一部（内国株）,100,貸借銘柄
7102,日車輌,市場第一部（内国株）,1000,貸借銘柄
7105,ニチユ三菱,市場第一部（内国株）,100,貸借銘柄
7122,近畿車輌,市場第一部（内国株）,1000,貸借銘柄
7148,ＦＰＧ,市場第一部（内国株）,100,貸借銘柄
7150,島根銀行,市場第一部（内国株）,100,貸借銘柄
7157,Ｍ－ライフネット,マザーズ（内国株）,100,制度信用銘柄
7161,じもとＨＤ,市場第一部（内国株）,100,貸借銘柄
7162,Ｊ－アストマックス,JASDAQスタンダード（内国株式）,100,制度信用銘柄
7164,全国保証,市場第一部（内国株）,100,貸借銘柄
7167,足利ホールディングス,市場第一部（内国株）,100,貸借銘柄
7169,Ｊ－ニュートンＦＣ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
7172,Ｍ－ＪＩＡ,マザーズ（内国株）,100,制度信用銘柄
7173,東京ＴＹＦＧ,市場第一部（内国株）,100,貸借銘柄
7175,Ｊ－今村証券,JASDAQスタンダード（内国株式）,100,制度信用銘柄
7177,Ｊ－ＧＭＯクリック,JASDAQスタンダード（内国株式）,100,制度信用銘柄
7180,九州ＦＧ,市場第一部（内国株）,100,貸借銘柄
7181,かんぽ生命保険,市場第一部（内国株）,100,貸借銘柄
7182,ゆうちょ銀行,市場第一部（内国株）,100,貸借銘柄
7183,Ｍ－あんしん保証,マザーズ（内国株）,100,制度信用銘柄
7201,日産自,市場第一部（内国株）,100,貸借銘柄
7202,いすゞ自,市場第一部（内国株）,100,貸借銘柄
7203,トヨタ自,市場第一部（内国株）,100,貸借銘柄
7205,日野自,市場第一部（内国株）,100,貸借銘柄
7208,カネミツ,市場第二部（内国株）,100,制度信用銘柄
7211,三菱自,市場第一部（内国株）,100,貸借銘柄
7212,エフテック,市場第一部（内国株）,100,貸借銘柄
7213,レシップＨＤ,市場第一部（内国株）,100,貸借銘柄
7214,ＧＭＢ,市場第一部（内国株）,100,貸借銘柄
7215,ファルテック,市場第一部（内国株）,100,制度信用銘柄
7217,Ｊ－テイン,JASDAQスタンダード（内国株式）,100,制度信用銘柄
7218,Ｊ－田中精密,JASDAQスタンダード（内国株式）,100,制度信用銘柄
7219,Ｊ－ＨＫＳ,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
7220,武蔵精密,市場第一部（内国株）,100,貸借銘柄
7222,日産車体,市場第一部（内国株）,100,貸借銘柄
7224,新明和工,市場第一部（内国株）,1000,貸借銘柄
7226,極東開,市場第一部（内国株）,100,貸借銘柄
7228,Ｊ－デイトナ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
7229,Ｊ－ユタカ技研,JASDAQスタンダード（内国株式）,100,制度信用銘柄
7230,日信工業,市場第一部（内国株）,100,貸借銘柄
7231,トピー工,市場第一部（内国株）,1000,貸借銘柄
7235,東ラヂエタ,市場第二部（内国株）,100,制度信用銘柄
7236,ティラド,市場第一部（内国株）,1000,貸借銘柄
7238,曙ブレーキ,市場第一部（内国株）,100,貸借銘柄
7239,タチエス,市場第一部（内国株）,100,貸借銘柄
7240,ＮＯＫ,市場第一部（内国株）,100,貸借銘柄
7241,フタバ産,市場第一部（内国株）,100,貸借銘柄
7242,ＫＹＢ,市場第一部（内国株）,1000,貸借銘柄
7243,シロキ,市場第一部（内国株）,1000,貸借銘柄
7244,市光工,市場第一部（内国株）,1000,貸借銘柄
7245,大同メタル,市場第一部（内国株）,100,貸借銘柄
7246,プレス工,市場第一部（内国株）,100,貸借銘柄
7247,ミクニ,市場第一部（内国株）,100,制度信用銘柄
7248,カルソカンセ,市場第一部（内国株）,1000,貸借銘柄
7250,太平洋工,市場第一部（内国株）,100,貸借銘柄
7251,ケーヒン,市場第一部（内国株）,100,貸借銘柄
7254,ユニバンス,市場第二部（内国株）,100,制度信用銘柄
7255,Ｊ－桜井製作,JASDAQスタンダード（内国株式）,100,制度信用銘柄
7256,河西工,市場第一部（内国株）,100,貸借銘柄
7259,アイシン精機,市場第一部（内国株）,100,貸借銘柄
7260,富士機工,市場第一部（内国株）,100,制度信用銘柄
7261,マツダ,市場第一部（内国株）,100,貸借銘柄
7262,ダイハツ工,市場第一部（内国株）,100,貸借銘柄
7264,Ｊ－ＭＵＲＯ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
7265,Ｊ－エイケン工業,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
7266,今仙電機,市場第一部（内国株）,100,貸借銘柄
7267,ホンダ,市場第一部（内国株）,100,貸借銘柄
7268,Ｊ－タツミ,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
7269,スズキ,市場第一部（内国株）,100,貸借銘柄
7270,富士重,市場第一部（内国株）,100,貸借銘柄
7271,安永,市場第一部（内国株）,100,制度信用銘柄
7272,ヤマハ発,市場第一部（内国株）,100,貸借銘柄
7273,イクヨ,市場第二部（内国株）,1000,制度信用銘柄
7274,ショーワ,市場第一部（内国株）,100,貸借銘柄
7276,小糸製,市場第一部（内国株）,100,貸借銘柄
7277,ＴＢＫ,市場第一部（内国株）,100,貸借銘柄
7278,エクセディ,市場第一部（内国株）,100,貸借銘柄
7279,ハイレックス,市場第二部（内国株）,100,貸借銘柄
7280,ミツバ,市場第一部（内国株）,100,貸借銘柄
7282,豊田合,市場第一部（内国株）,100,貸借銘柄
7283,愛三工,市場第一部（内国株）,100,貸借銘柄
7284,盟和産,市場第一部（内国株）,100,制度信用銘柄
7287,日本精機,市場第二部（内国株）,1000,貸借銘柄
7291,日プラスト,市場第二部（内国株）,100,貸借銘柄
7292,村上開明,市場第二部（内国株）,1000,制度信用銘柄
7294,ヨロズ,市場第一部（内国株）,100,貸借銘柄
7296,ＦＣＣ,市場第一部（内国株）,100,貸借銘柄
7297,Ｊ－カーメイト,JASDAQスタンダード（内国株式）,100,制度信用銘柄
7298,Ｊ－八千代工,JASDAQスタンダード（内国株式）,100,貸借銘柄
7299,フジオーゼ,市場第二部（内国株）,1000,制度信用銘柄
7305,新家工,市場第一部（内国株）,1000,貸借銘柄
7309,シマノ,市場第一部（内国株）,100,貸借銘柄
7312,タカタ,市場第一部（内国株）,100,貸借銘柄
7313,ＴＳテック,市場第一部（内国株）,100,貸借銘柄
7314,Ｊ－小田原機,JASDAQスタンダード（内国株式）,100,制度信用銘柄
7315,ＩＪＴＴ,市場第二部（内国株）,100,制度信用銘柄
7399,Ｊ－ナンシン,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
7404,昭和飛,市場第二部（内国株）,100,貸借銘柄
7408,ジャムコ,市場第一部（内国株）,100,貸借銘柄
7412,アトム,市場第二部（内国株）,100,貸借銘柄
7413,Ｊ－創健社,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
7414,小野建,市場第一部（内国株）,100,貸借銘柄
7416,はるやま,市場第一部（内国株）,100,貸借銘柄
7419,Ｊ－ノジマ,JASDAQスタンダード（内国株式）,100,貸借銘柄
7420,佐鳥電機,市場第一部（内国株）,100,貸借銘柄
7421,カッパ・クリエイト,市場第一部（内国株）,100,制度信用銘柄
7422,Ｊ－東邦レマック,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
7425,Ｊ－初穂商事,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
7426,Ｊ－山大,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
7427,エコーＴＤ,市場第一部（内国株）,100,貸借銘柄
7432,Ｊ－ダルトン,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
7433,伯東,市場第一部（内国株）,100,貸借銘柄
7434,Ｊ－オータケ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
7435,Ｊ－ナ・デックス,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
7438,コンドーテック,市場第一部（内国株）,100,貸借銘柄
7442,中山福,市場第一部（内国株）,100,貸借銘柄
7443,Ｊ－横浜魚類,JASDAQスタンダード（内国株式）,100,貸借銘柄
7444,ハリマ共和物産,市場第二部（内国株）,100,制度信用銘柄
7445,ライトオン,市場第一部（内国株）,100,貸借銘柄
7446,Ｊ－東北化学,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
7447,ナガイレーベ,市場第一部（内国株）,100,貸借銘柄
7448,ジンズメイト,市場第一部（内国株）,100,制度信用銘柄
7450,Ｊ－サンデー,JASDAQスタンダード（内国株式）,100,制度信用銘柄
7451,三菱食品,市場第一部（内国株）,100,貸借銘柄
7453,良品計画,市場第一部（内国株）,100,貸借銘柄
7455,三城ＨＤ,市場第一部（内国株）,100,貸借銘柄
7456,松田産,市場第一部（内国株）,100,貸借銘柄
7458,第一興商,市場第一部（内国株）,100,貸借銘柄
7459,メディパル,市場第一部（内国株）,100,貸借銘柄
7460,ヤギ,市場第二部（内国株）,100,制度信用銘柄
7461,Ｊ－キムラ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
7462,Ｊ－ダイヤ通商,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
7463,アドヴァン,市場第一部（内国株）,100,貸借銘柄
7464,Ｊ－セフテック,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
7465,Ｊ－ＭＶ北海道,JASDAQスタンダード（内国株式）,100,制度信用銘柄
7466,ＳＰＫ,市場第一部（内国株）,100,制度信用銘柄
7467,萩原電気,市場第一部（内国株）,100,貸借銘柄
7472,Ｊ－鳥羽洋行,JASDAQスタンダード（内国株式）,100,制度信用銘柄
7475,アルビス,市場第一部（内国株）,100,貸借銘柄
7476,アズワン,市場第一部（内国株）,100,貸借銘柄
7477,Ｊ－ムラキ,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
7480,スズデン,市場第一部（内国株）,100,貸借銘柄
7481,尾家産,市場第一部（内国株）,100,制度信用銘柄
7482,シモジマ,市場第一部（内国株）,100,貸借銘柄
7483,ドウシシャ,市場第一部（内国株）,100,貸借銘柄
7486,Ｊ－サンリン,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
7487,小津産業,市場第一部（内国株）,100,貸借銘柄
7490,日新商,市場第二部（内国株）,100,制度信用銘柄
